# SOURCE: Computed from weather data using simplified PV model
# DATE: 2026-02-06
# DESCRIPTION: Normalized daily PV power output per kW of installed capacity for three agri-PV density variants (low/medium/high ground coverage)
# UNITS: date=YYYY-MM-DD, density_variant=text, kwh_per_kw_per_day=kWh/kW/day, capacity_factor=dimensionless(0-1)
# LOGIC: PV output = solar_irradiance * tilt_factor(1.05) * temp_factor * (1-system_losses). Temp factor uses cell temp model: T_cell = T_avg + 25C + density_adjustment. Temperature coefficient = -0.4%/C from 25C reference. System losses = 15%.
# DEPENDENCIES: data/precomputed/weather/daily_weather_scenario_001-toy.csv
# ASSUMPTIONS: Fixed-tilt 28deg south-facing panels. Module efficiency ~19%. High density panels run 2C cooler (shading effect), low density run 2C hotter. All panels receive full irradiance (panels above crops, not shaded by each other). Tilt factor approximate; full pvlib model would be more accurate.
weather_scenario_id,date,density_variant,kwh_per_kw_per_day,capacity_factor
001,2022-06-26,medium,5.4254,0.2261
001,2022-06-26,high,5.4751,0.2281
001,2022-06-27,low,5.2869,0.2203
001,2022-06-27,medium,5.336,0.2223
001,2022-06-27,high,5.3851,0.2244
001,2022-06-28,low,5.4133,0.2256
001,2022-06-28,medium,5.4634,0.2276
001,2022-06-28,high,5.5135,0.2297
001,2022-06-29,low,5.1527,0.2147
001,2022-06-29,medium,5.2017,0.2167
001,2022-06-29,high,5.2507,0.2188
001,2022-06-30,low,5.3025,0.2209
001,2022-06-30,medium,5.3516,0.223
001,2022-06-30,high,5.4006,0.225
001,2022-07-01,low,5.2173,0.2174
001,2022-07-01,medium,5.2665,0.2194
001,2022-07-01,high,5.3158,0.2215
001,2022-07-02,low,5.2825,0.2201
001,2022-07-02,medium,5.3318,0.2222
001,2022-07-02,high,5.3811,0.2242
001,2022-07-03,low,5.2813,0.2201
001,2022-07-03,medium,5.3303,0.2221
001,2022-07-03,high,5.3793,0.2241
001,2022-07-04,low,5.3976,0.2249
001,2022-07-04,medium,5.4482,0.227
001,2022-07-04,high,5.4987,0.2291
001,2022-07-05,low,5.3068,0.2211
001,2022-07-05,medium,5.357,0.2232
001,2022-07-05,high,5.4072,0.2253
001,2022-07-06,low,5.2774,0.2199
001,2022-07-06,medium,5.327,0.222
001,2022-07-06,high,5.3767,0.224
001,2022-07-07,low,5.3357,0.2223
001,2022-07-07,medium,5.386,0.2244
001,2022-07-07,high,5.4362,0.2265
001,2022-07-08,low,5.2048,0.2169
001,2022-07-08,medium,5.254,0.2189
001,2022-07-08,high,5.3032,0.221
001,2022-07-09,low,5.3269,0.222
001,2022-07-09,medium,5.3772,0.224
001,2022-07-09,high,5.4274,0.2261
001,2022-07-10,low,5.3898,0.2246
001,2022-07-10,medium,5.4402,0.2267
001,2022-07-10,high,5.4905,0.2288
001,2022-07-11,low,5.2943,0.2206
001,2022-07-11,medium,5.3434,0.2226
001,2022-07-11,high,5.3925,0.2247
001,2022-07-12,low,5.282,0.2201
001,2022-07-12,medium,5.3311,0.2221
001,2022-07-12,high,5.3802,0.2242
001,2022-07-13,low,5.1512,0.2146
001,2022-07-13,medium,5.1995,0.2166
001,2022-07-13,high,5.2478,0.2187
001,2022-07-14,low,5.154,0.2148
001,2022-07-14,medium,5.2024,0.2168
001,2022-07-14,high,5.2507,0.2188
001,2022-07-15,low,5.4498,0.2271
001,2022-07-15,medium,5.5,0.2292
001,2022-07-15,high,5.5502,0.2313
001,2022-07-16,low,5.2277,0.2178
001,2022-07-16,medium,5.2767,0.2199
001,2022-07-16,high,5.3258,0.2219
001,2022-07-17,low,5.318,0.2216
001,2022-07-17,medium,5.368,0.2237
001,2022-07-17,high,5.4181,0.2258
001,2022-07-18,low,5.2176,0.2174
001,2022-07-18,medium,5.2663,0.2194
001,2022-07-18,high,5.315,0.2215
001,2022-07-19,low,5.0338,0.2097
001,2022-07-19,medium,5.0815,0.2117
001,2022-07-19,high,5.1291,0.2137
001,2022-07-20,low,5.2287,0.2179
001,2022-07-20,medium,5.2776,0.2199
001,2022-07-20,high,5.3266,0.2219
001,2022-07-21,low,5.1213,0.2134
001,2022-07-21,medium,5.1699,0.2154
001,2022-07-21,high,5.2185,0.2174
001,2022-07-22,low,5.2593,0.2191
001,2022-07-22,medium,5.3083,0.2212
001,2022-07-22,high,5.3572,0.2232
001,2022-07-23,low,5.1503,0.2146
001,2022-07-23,medium,5.1993,0.2166
001,2022-07-23,high,5.2482,0.2187
001,2022-07-24,low,4.9409,0.2059
001,2022-07-24,medium,4.9877,0.2078
001,2022-07-24,high,5.0345,0.2098
001,2022-07-25,low,5.0936,0.2122
001,2022-07-25,medium,5.1419,0.2142
001,2022-07-25,high,5.1903,0.2163
001,2022-07-26,low,5.2786,0.2199
001,2022-07-26,medium,5.3278,0.222
001,2022-07-26,high,5.377,0.224
001,2022-07-27,low,5.0047,0.2085
001,2022-07-27,medium,5.0515,0.2105
001,2022-07-27,high,5.0984,0.2124
001,2022-07-28,low,4.9946,0.2081
001,2022-07-28,medium,5.0412,0.2101
001,2022-07-28,high,5.0879,0.212
001,2022-07-29,low,5.0293,0.2096
001,2022-07-29,medium,5.0764,0.2115
001,2022-07-29,high,5.1236,0.2135
001,2022-07-30,low,5.1424,0.2143
001,2022-07-30,medium,5.1906,0.2163
001,2022-07-30,high,5.2388,0.2183
001,2022-07-31,low,5.0853,0.2119
001,2022-07-31,medium,5.1326,0.2139
001,2022-07-31,high,5.18,0.2158
001,2022-08-01,low,5.1371,0.214
001,2022-08-01,medium,5.1854,0.2161
001,2022-08-01,high,5.2338,0.2181
001,2022-08-02,low,5.1724,0.2155
001,2022-08-02,medium,5.2198,0.2175
001,2022-08-02,high,5.2672,0.2195
001,2022-08-03,low,4.9992,0.2083
001,2022-08-03,medium,5.0464,0.2103
001,2022-08-03,high,5.0936,0.2122
001,2022-08-04,low,5.1702,0.2154
001,2022-08-04,medium,5.2179,0.2174
001,2022-08-04,high,5.2656,0.2194
001,2022-08-05,low,4.9568,0.2065
001,2022-08-05,medium,5.003,0.2085
001,2022-08-05,high,5.0492,0.2104
001,2022-08-06,low,5.0741,0.2114
001,2022-08-06,medium,5.1214,0.2134
001,2022-08-06,high,5.1686,0.2154
001,2022-08-07,low,5.0148,0.2089
001,2022-08-07,medium,5.0624,0.2109
001,2022-08-07,high,5.11,0.2129
001,2022-08-08,low,5.3394,0.2225
001,2022-08-08,medium,5.3881,0.2245
001,2022-08-08,high,5.4368,0.2265
001,2022-08-09,low,4.7356,0.1973
001,2022-08-09,medium,4.7798,0.1992
001,2022-08-09,high,4.8241,0.201
001,2022-08-10,low,5.0293,0.2096
001,2022-08-10,medium,5.0761,0.2115
001,2022-08-10,high,5.123,0.2135
001,2022-08-11,low,4.881,0.2034
001,2022-08-11,medium,4.9262,0.2053
001,2022-08-11,high,4.9715,0.2071
001,2022-08-12,low,4.9457,0.2061
001,2022-08-12,medium,4.9928,0.208
001,2022-08-12,high,5.0399,0.21
001,2022-08-13,low,4.9826,0.2076
001,2022-08-13,medium,5.0287,0.2095
001,2022-08-13,high,5.0748,0.2115
001,2022-08-14,low,4.8013,0.2001
001,2022-08-14,medium,4.8461,0.2019
001,2022-08-14,high,4.8909,0.2038
001,2022-08-15,low,4.974,0.2072
001,2022-08-15,medium,5.0204,0.2092
001,2022-08-15,high,5.0668,0.2111
001,2022-08-16,low,4.8989,0.2041
001,2022-08-16,medium,4.9449,0.206
001,2022-08-16,high,4.991,0.208
001,2022-08-17,low,5.1012,0.2125
001,2022-08-17,medium,5.1483,0.2145
001,2022-08-17,high,5.1954,0.2165
001,2022-08-18,low,4.8855,0.2036
001,2022-08-18,medium,4.9308,0.2054
001,2022-08-18,high,4.976,0.2073
001,2022-08-19,low,4.9824,0.2076
001,2022-08-19,medium,5.0293,0.2096
001,2022-08-19,high,5.0761,0.2115
001,2022-08-20,low,4.7335,0.1972
001,2022-08-20,medium,4.7777,0.1991
001,2022-08-20,high,4.8218,0.2009
001,2022-08-21,low,4.9227,0.2051
001,2022-08-21,medium,4.968,0.207
001,2022-08-21,high,5.0134,0.2089
001,2022-08-22,low,4.7511,0.198
001,2022-08-22,medium,4.795,0.1998
001,2022-08-22,high,4.8388,0.2016
001,2022-08-23,low,4.5549,0.1898
001,2022-08-23,medium,4.5976,0.1916
001,2022-08-23,high,4.6404,0.1933
001,2022-08-24,low,4.7389,0.1975
001,2022-08-24,medium,4.7832,0.1993
001,2022-08-24,high,4.8274,0.2011
001,2022-08-25,low,4.7036,0.196
001,2022-08-25,medium,4.747,0.1978
001,2022-08-25,high,4.7904,0.1996
001,2022-08-26,low,4.9433,0.206
001,2022-08-26,medium,4.988,0.2078
001,2022-08-26,high,5.0326,0.2097
001,2022-08-27,low,4.6395,0.1933
001,2022-08-27,medium,4.6827,0.1951
001,2022-08-27,high,4.726,0.1969
001,2022-08-28,low,4.3232,0.1801
001,2022-08-28,medium,4.3629,0.1818
001,2022-08-28,high,4.4026,0.1834
001,2022-08-29,low,4.976,0.2073
001,2022-08-29,medium,5.0213,0.2092
001,2022-08-29,high,5.0666,0.2111
001,2022-08-30,low,5.0734,0.2114
001,2022-08-30,medium,5.1191,0.2133
001,2022-08-30,high,5.1648,0.2152
001,2022-08-31,low,4.6249,0.1927
001,2022-08-31,medium,4.6679,0.1945
001,2022-08-31,high,4.7109,0.1963
001,2022-09-01,low,4.5141,0.1881
001,2022-09-01,medium,4.5563,0.1898
001,2022-09-01,high,4.5985,0.1916
001,2022-09-02,low,4.6326,0.193
001,2022-09-02,medium,4.6753,0.1948
001,2022-09-02,high,4.718,0.1966
001,2022-09-03,low,4.3648,0.1819
001,2022-09-03,medium,4.4057,0.1836
001,2022-09-03,high,4.4467,0.1853
001,2022-09-04,low,4.664,0.1943
001,2022-09-04,medium,4.7072,0.1961
001,2022-09-04,high,4.7503,0.1979
001,2022-09-05,low,4.5122,0.188
001,2022-09-05,medium,4.5545,0.1898
001,2022-09-05,high,4.5967,0.1915
001,2022-09-06,low,4.8427,0.2018
001,2022-09-06,medium,4.8869,0.2036
001,2022-09-06,high,4.931,0.2055
001,2022-09-07,low,4.4123,0.1838
001,2022-09-07,medium,4.453,0.1855
001,2022-09-07,high,4.4938,0.1872
001,2022-09-08,low,4.5998,0.1917
001,2022-09-08,medium,4.6412,0.1934
001,2022-09-08,high,4.6827,0.1951
001,2022-09-09,low,4.2434,0.1768
001,2022-09-09,medium,4.2825,0.1784
001,2022-09-09,high,4.3215,0.1801
001,2022-09-10,low,4.1021,0.1709
001,2022-09-10,medium,4.1397,0.1725
001,2022-09-10,high,4.1772,0.1741
001,2022-09-11,low,4.4047,0.1835
001,2022-09-11,medium,4.4455,0.1852
001,2022-09-11,high,4.4864,0.1869
001,2022-09-12,low,4.4516,0.1855
001,2022-09-12,medium,4.4925,0.1872
001,2022-09-12,high,4.5333,0.1889
001,2022-09-13,low,4.4359,0.1848
001,2022-09-13,medium,4.4768,0.1865
001,2022-09-13,high,4.5177,0.1882
001,2022-09-14,low,4.1022,0.1709
001,2022-09-14,medium,4.1401,0.1725
001,2022-09-14,high,4.1781,0.1741
001,2022-09-15,low,4.1743,0.1739
001,2022-09-15,medium,4.2132,0.1756
001,2022-09-15,high,4.2522,0.1772
001,2022-09-16,low,4.1087,0.1712
001,2022-09-16,medium,4.1462,0.1728
001,2022-09-16,high,4.1838,0.1743
001,2022-09-17,low,4.5777,0.1907
001,2022-09-17,medium,4.6192,0.1925
001,2022-09-17,high,4.6607,0.1942
001,2022-09-18,low,4.5101,0.1879
001,2022-09-18,medium,4.5513,0.1896
001,2022-09-18,high,4.5925,0.1914
001,2022-09-19,low,4.2385,0.1766
001,2022-09-19,medium,4.2772,0.1782
001,2022-09-19,high,4.3159,0.1798
001,2022-09-20,low,4.0781,0.1699
001,2022-09-20,medium,4.1158,0.1715
001,2022-09-20,high,4.1535,0.1731
001,2022-09-21,low,3.9588,0.1649
001,2022-09-21,medium,3.9949,0.1665
001,2022-09-21,high,4.031,0.168
001,2022-09-22,low,4.3578,0.1816
001,2022-09-22,medium,4.3975,0.1832
001,2022-09-22,high,4.4373,0.1849
001,2022-09-23,low,4.2755,0.1781
001,2022-09-23,medium,4.3143,0.1798
001,2022-09-23,high,4.3532,0.1814
001,2022-09-24,low,4.079,0.17
001,2022-09-24,medium,4.1164,0.1715
001,2022-09-24,high,4.1538,0.1731
001,2022-09-25,low,4.3421,0.1809
001,2022-09-25,medium,4.3818,0.1826
001,2022-09-25,high,4.4214,0.1842
001,2022-09-26,low,4.1315,0.1721
001,2022-09-26,medium,4.1692,0.1737
001,2022-09-26,high,4.2068,0.1753
001,2022-09-27,low,3.8398,0.16
001,2022-09-27,medium,3.8752,0.1615
001,2022-09-27,high,3.9106,0.1629
001,2022-09-28,low,4.597,0.1915
001,2022-09-28,medium,4.6386,0.1933
001,2022-09-28,high,4.6801,0.195
001,2022-09-29,low,4.6586,0.1941
001,2022-09-29,medium,4.7008,0.1959
001,2022-09-29,high,4.743,0.1976
001,2022-09-30,low,4.2786,0.1783
001,2022-09-30,medium,4.3177,0.1799
001,2022-09-30,high,4.3568,0.1815
001,2022-10-01,low,4.4831,0.1868
001,2022-10-01,medium,4.5233,0.1885
001,2022-10-01,high,4.5635,0.1901
001,2022-10-02,low,4.102,0.1709
001,2022-10-02,medium,4.1394,0.1725
001,2022-10-02,high,4.1767,0.174
001,2022-10-03,low,4.5774,0.1907
001,2022-10-03,medium,4.6185,0.1924
001,2022-10-03,high,4.6596,0.1942
001,2022-10-04,low,4.2187,0.1758
001,2022-10-04,medium,4.2571,0.1774
001,2022-10-04,high,4.2956,0.179
001,2022-10-05,low,4.3172,0.1799
001,2022-10-05,medium,4.3561,0.1815
001,2022-10-05,high,4.3949,0.1831
001,2022-10-06,low,3.7572,0.1566
001,2022-10-06,medium,3.7917,0.158
001,2022-10-06,high,3.8261,0.1594
001,2022-10-07,low,4.3304,0.1804
001,2022-10-07,medium,4.3699,0.1821
001,2022-10-07,high,4.4094,0.1837
001,2022-10-08,low,4.4216,0.1842
001,2022-10-08,medium,4.4619,0.1859
001,2022-10-08,high,4.5021,0.1876
001,2022-10-09,low,4.4317,0.1847
001,2022-10-09,medium,4.4719,0.1863
001,2022-10-09,high,4.5122,0.188
001,2022-10-10,low,4.0183,0.1674
001,2022-10-10,medium,4.0547,0.1689
001,2022-10-10,high,4.0911,0.1705
001,2022-10-11,low,4.8443,0.2018
001,2022-10-11,medium,4.8876,0.2037
001,2022-10-11,high,4.931,0.2055
001,2022-10-12,low,3.863,0.161
001,2022-10-12,medium,3.8983,0.1624
001,2022-10-12,high,3.9337,0.1639
001,2022-10-13,low,3.65,0.1521
001,2022-10-13,medium,3.6828,0.1535
001,2022-10-13,high,3.7156,0.1548
001,2022-10-14,low,4.2594,0.1775
001,2022-10-14,medium,4.2975,0.1791
001,2022-10-14,high,4.3356,0.1806
001,2022-10-15,low,3.9143,0.1631
001,2022-10-15,medium,3.9495,0.1646
001,2022-10-15,high,3.9847,0.166
001,2022-10-16,low,3.5546,0.1481
001,2022-10-16,medium,3.5865,0.1494
001,2022-10-16,high,3.6183,0.1508
001,2022-10-17,low,4.0195,0.1675
001,2022-10-17,medium,4.0555,0.169
001,2022-10-17,high,4.0916,0.1705
001,2022-10-18,low,3.8011,0.1584
001,2022-10-18,medium,3.8348,0.1598
001,2022-10-18,high,3.8686,0.1612
001,2022-10-19,low,3.994,0.1664
001,2022-10-19,medium,4.0296,0.1679
001,2022-10-19,high,4.0652,0.1694
001,2022-10-20,low,4.1346,0.1723
001,2022-10-20,medium,4.1716,0.1738
001,2022-10-20,high,4.2087,0.1754
001,2022-10-21,low,4.5829,0.191
001,2022-10-21,medium,4.6244,0.1927
001,2022-10-21,high,4.6658,0.1944
001,2022-10-22,low,3.4998,0.1458
001,2022-10-22,medium,3.5316,0.1471
001,2022-10-22,high,3.5633,0.1485
001,2022-10-23,low,3.8668,0.1611
001,2022-10-23,medium,3.9017,0.1626
001,2022-10-23,high,3.9366,0.164
001,2022-10-24,low,4.0178,0.1674
001,2022-10-24,medium,4.0538,0.1689
001,2022-10-24,high,4.0898,0.1704
001,2022-10-25,low,3.8267,0.1594
001,2022-10-25,medium,3.8609,0.1609
001,2022-10-25,high,3.895,0.1623
001,2022-10-26,low,4.0767,0.1699
001,2022-10-26,medium,4.1133,0.1714
001,2022-10-26,high,4.15,0.1729
001,2022-10-27,low,3.758,0.1566
001,2022-10-27,medium,3.792,0.158
001,2022-10-27,high,3.826,0.1594
001,2022-10-28,low,4.054,0.1689
001,2022-10-28,medium,4.0904,0.1704
001,2022-10-28,high,4.1267,0.1719
001,2022-10-29,low,3.1385,0.1308
001,2022-10-29,medium,3.1666,0.1319
001,2022-10-29,high,3.1947,0.1331
001,2022-10-30,low,3.7706,0.1571
001,2022-10-30,medium,3.8041,0.1585
001,2022-10-30,high,3.8376,0.1599
001,2022-10-31,low,3.7467,0.1561
001,2022-10-31,medium,3.7795,0.1575
001,2022-10-31,high,3.8124,0.1588
001,2022-11-01,low,3.0941,0.1289
001,2022-11-01,medium,3.1219,0.1301
001,2022-11-01,high,3.1496,0.1312
001,2022-11-02,low,4.2942,0.1789
001,2022-11-02,medium,4.3327,0.1805
001,2022-11-02,high,4.3713,0.1821
001,2022-11-03,low,4.1,0.1708
001,2022-11-03,medium,4.1367,0.1724
001,2022-11-03,high,4.1735,0.1739
001,2022-11-04,low,3.5341,0.1473
001,2022-11-04,medium,3.5654,0.1486
001,2022-11-04,high,3.5968,0.1499
001,2022-11-05,low,2.9518,0.123
001,2022-11-05,medium,2.9786,0.1241
001,2022-11-05,high,3.0055,0.1252
001,2022-11-06,low,3.8485,0.1604
001,2022-11-06,medium,3.8824,0.1618
001,2022-11-06,high,3.9163,0.1632
001,2022-11-07,low,3.8073,0.1586
001,2022-11-07,medium,3.8413,0.1601
001,2022-11-07,high,3.8753,0.1615
001,2022-11-08,low,3.4724,0.1447
001,2022-11-08,medium,3.5032,0.146
001,2022-11-08,high,3.534,0.1473
001,2022-11-09,low,3.5753,0.149
001,2022-11-09,medium,3.607,0.1503
001,2022-11-09,high,3.6388,0.1516
001,2022-11-10,low,3.1889,0.1329
001,2022-11-10,medium,3.2172,0.1341
001,2022-11-10,high,3.2456,0.1352
001,2022-11-11,low,3.7038,0.1543
001,2022-11-11,medium,3.7367,0.1557
001,2022-11-11,high,3.7696,0.1571
001,2022-11-12,low,3.5393,0.1475
001,2022-11-12,medium,3.5709,0.1488
001,2022-11-12,high,3.6024,0.1501
001,2022-11-13,low,3.9902,0.1663
001,2022-11-13,medium,4.0256,0.1677
001,2022-11-13,high,4.0609,0.1692
001,2022-11-14,low,3.7503,0.1563
001,2022-11-14,medium,3.7834,0.1576
001,2022-11-14,high,3.8165,0.159
001,2022-11-15,low,3.3373,0.1391
001,2022-11-15,medium,3.3675,0.1403
001,2022-11-15,high,3.3977,0.1416
001,2022-11-16,low,3.4268,0.1428
001,2022-11-16,medium,3.4574,0.1441
001,2022-11-16,high,3.4881,0.1453
001,2022-11-17,low,3.3944,0.1414
001,2022-11-17,medium,3.4247,0.1427
001,2022-11-17,high,3.455,0.144
001,2022-11-18,low,3.5325,0.1472
001,2022-11-18,medium,3.5639,0.1485
001,2022-11-18,high,3.5952,0.1498
001,2022-11-19,low,3.2773,0.1366
001,2022-11-19,medium,3.3065,0.1378
001,2022-11-19,high,3.3357,0.139
001,2022-11-20,low,3.704,0.1543
001,2022-11-20,medium,3.7368,0.1557
001,2022-11-20,high,3.7697,0.1571
001,2022-11-21,low,3.5618,0.1484
001,2022-11-21,medium,3.5932,0.1497
001,2022-11-21,high,3.6246,0.151
001,2022-11-22,low,3.4081,0.142
001,2022-11-22,medium,3.4381,0.1433
001,2022-11-22,high,3.4681,0.1445
001,2022-11-23,low,3.3026,0.1376
001,2022-11-23,medium,3.3317,0.1388
001,2022-11-23,high,3.3608,0.14
001,2022-11-24,low,3.3032,0.1376
001,2022-11-24,medium,3.3314,0.1388
001,2022-11-24,high,3.3597,0.14
001,2022-11-25,low,2.8891,0.1204
001,2022-11-25,medium,2.9146,0.1214
001,2022-11-25,high,2.9402,0.1225
001,2022-11-26,low,3.369,0.1404
001,2022-11-26,medium,3.3987,0.1416
001,2022-11-26,high,3.4283,0.1428
001,2022-11-27,low,3.5188,0.1466
001,2022-11-27,medium,3.55,0.1479
001,2022-11-27,high,3.5812,0.1492
001,2022-11-28,low,2.8451,0.1185
001,2022-11-28,medium,2.8701,0.1196
001,2022-11-28,high,2.8951,0.1206
001,2022-11-29,low,3.0727,0.128
001,2022-11-29,medium,3.0993,0.1291
001,2022-11-29,high,3.126,0.1302
001,2022-11-30,low,2.9667,0.1236
001,2022-11-30,medium,2.9927,0.1247
001,2022-11-30,high,3.0187,0.1258
001,2022-12-01,low,3.192,0.133
001,2022-12-01,medium,3.2198,0.1342
001,2022-12-01,high,3.2475,0.1353
001,2022-12-02,low,3.2049,0.1335
001,2022-12-02,medium,3.2332,0.1347
001,2022-12-02,high,3.2615,0.1359
001,2022-12-03,low,3.6588,0.1525
001,2022-12-03,medium,3.6909,0.1538
001,2022-12-03,high,3.7231,0.1551
001,2022-12-04,low,3.0917,0.1288
001,2022-12-04,medium,3.1188,0.13
001,2022-12-04,high,3.146,0.1311
001,2022-12-05,low,3.0233,0.126
001,2022-12-05,medium,3.0495,0.1271
001,2022-12-05,high,3.0757,0.1282
001,2022-12-06,low,2.5211,0.105
001,2022-12-06,medium,2.5432,0.106
001,2022-12-06,high,2.5653,0.1069
001,2022-12-07,low,3.3996,0.1417
001,2022-12-07,medium,3.4287,0.1429
001,2022-12-07,high,3.4579,0.1441
001,2022-12-08,low,3.6056,0.1502
001,2022-12-08,medium,3.6374,0.1516
001,2022-12-08,high,3.6693,0.1529
001,2022-12-09,low,3.5639,0.1485
001,2022-12-09,medium,3.5952,0.1498
001,2022-12-09,high,3.6266,0.1511
001,2022-12-10,low,3.6046,0.1502
001,2022-12-10,medium,3.6364,0.1515
001,2022-12-10,high,3.6682,0.1528
001,2022-12-11,low,3.3213,0.1384
001,2022-12-11,medium,3.3503,0.1396
001,2022-12-11,high,3.3793,0.1408
001,2022-12-12,low,3.3472,0.1395
001,2022-12-12,medium,3.3763,0.1407
001,2022-12-12,high,3.4054,0.1419
001,2022-12-13,low,3.2457,0.1352
001,2022-12-13,medium,3.2745,0.1364
001,2022-12-13,high,3.3033,0.1376
001,2022-12-14,low,2.4101,0.1004
001,2022-12-14,medium,2.4312,0.1013
001,2022-12-14,high,2.4523,0.1022
001,2022-12-15,low,3.1223,0.1301
001,2022-12-15,medium,3.1496,0.1312
001,2022-12-15,high,3.1769,0.1324
001,2022-12-16,low,3.9267,0.1636
001,2022-12-16,medium,3.9605,0.165
001,2022-12-16,high,3.9944,0.1664
001,2022-12-17,low,4.3231,0.1801
001,2022-12-17,medium,4.3606,0.1817
001,2022-12-17,high,4.398,0.1832
001,2022-12-18,low,3.5187,0.1466
001,2022-12-18,medium,3.5493,0.1479
001,2022-12-18,high,3.58,0.1492
001,2022-12-19,low,2.4907,0.1038
001,2022-12-19,medium,2.5126,0.1047
001,2022-12-19,high,2.5344,0.1056
001,2022-12-20,low,3.211,0.1338
001,2022-12-20,medium,3.239,0.135
001,2022-12-20,high,3.267,0.1361
001,2022-12-21,low,3.7209,0.155
001,2022-12-21,medium,3.7531,0.1564
001,2022-12-21,high,3.7853,0.1577
001,2022-12-22,low,4.4095,0.1837
001,2022-12-22,medium,4.4476,0.1853
001,2022-12-22,high,4.4857,0.1869
001,2022-12-23,low,3.541,0.1475
001,2022-12-23,medium,3.5716,0.1488
001,2022-12-23,high,3.6022,0.1501
001,2022-12-24,low,3.1256,0.1302
001,2022-12-24,medium,3.1527,0.1314
001,2022-12-24,high,3.1799,0.1325
001,2022-12-25,low,2.4185,0.1008
001,2022-12-25,medium,2.4393,0.1016
001,2022-12-25,high,2.46,0.1025
001,2022-12-26,low,2.9601,0.1233
001,2022-12-26,medium,2.9863,0.1244
001,2022-12-26,high,3.0124,0.1255
001,2022-12-27,low,3.6281,0.1512
001,2022-12-27,medium,3.6595,0.1525
001,2022-12-27,high,3.6908,0.1538
001,2022-12-28,low,3.9296,0.1637
001,2022-12-28,medium,3.9638,0.1652
001,2022-12-28,high,3.9981,0.1666
001,2022-12-29,low,2.8249,0.1177
001,2022-12-29,medium,2.8493,0.1187
001,2022-12-29,high,2.8736,0.1197
001,2022-12-30,low,3.8839,0.1618
001,2022-12-30,medium,3.918,0.1633
001,2022-12-30,high,3.9522,0.1647
001,2022-12-31,low,2.7265,0.1136
001,2022-12-31,medium,2.7503,0.1146
001,2022-12-31,high,2.7741,0.1156
001,2023-01-01,low,2.7664,0.1153
001,2023-01-01,medium,2.7901,0.1163
001,2023-01-01,high,2.8139,0.1172
001,2023-01-02,low,3.8048,0.1585
001,2023-01-02,medium,3.8372,0.1599
001,2023-01-02,high,3.8696,0.1612
001,2023-01-03,low,3.1736,0.1322
001,2023-01-03,medium,3.201,0.1334
001,2023-01-03,high,3.2284,0.1345
001,2023-01-04,low,3.488,0.1453
001,2023-01-04,medium,3.5176,0.1466
001,2023-01-04,high,3.5472,0.1478
001,2023-01-05,low,4.1987,0.1749
001,2023-01-05,medium,4.2344,0.1764
001,2023-01-05,high,4.2702,0.1779
001,2023-01-06,low,3.6905,0.1538
001,2023-01-06,medium,3.7225,0.1551
001,2023-01-06,high,3.7545,0.1564
001,2023-01-07,low,3.8116,0.1588
001,2023-01-07,medium,3.8446,0.1602
001,2023-01-07,high,3.8776,0.1616
001,2023-01-08,low,3.7813,0.1576
001,2023-01-08,medium,3.8137,0.1589
001,2023-01-08,high,3.8461,0.1603
001,2023-01-09,low,3.3742,0.1406
001,2023-01-09,medium,3.4028,0.1418
001,2023-01-09,high,3.4315,0.143
001,2023-01-10,low,2.6589,0.1108
001,2023-01-10,medium,2.6819,0.1117
001,2023-01-10,high,2.7049,0.1127
001,2023-01-11,low,3.5586,0.1483
001,2023-01-11,medium,3.5892,0.1495
001,2023-01-11,high,3.6197,0.1508
001,2023-01-12,low,3.9312,0.1638
001,2023-01-12,medium,3.9642,0.1652
001,2023-01-12,high,3.9972,0.1665
001,2023-01-13,low,3.0695,0.1279
001,2023-01-13,medium,3.0959,0.129
001,2023-01-13,high,3.1224,0.1301
001,2023-01-14,low,3.6485,0.152
001,2023-01-14,medium,3.6796,0.1533
001,2023-01-14,high,3.7107,0.1546
001,2023-01-15,low,3.9984,0.1666
001,2023-01-15,medium,4.0331,0.168
001,2023-01-15,high,4.0678,0.1695
001,2023-01-16,low,3.3504,0.1396
001,2023-01-16,medium,3.3788,0.1408
001,2023-01-16,high,3.4072,0.142
001,2023-01-17,low,2.5933,0.1081
001,2023-01-17,medium,2.615,0.109
001,2023-01-17,high,2.6367,0.1099
001,2023-01-18,low,3.0258,0.1261
001,2023-01-18,medium,3.0518,0.1272
001,2023-01-18,high,3.0778,0.1282
001,2023-01-19,low,3.0661,0.1278
001,2023-01-19,medium,3.0924,0.1289
001,2023-01-19,high,3.1188,0.1299
001,2023-01-20,low,3.0253,0.1261
001,2023-01-20,medium,3.0509,0.1271
001,2023-01-20,high,3.0766,0.1282
001,2023-01-21,low,2.7919,0.1163
001,2023-01-21,medium,2.8157,0.1173
001,2023-01-21,high,2.8395,0.1183
001,2023-01-22,low,3.8402,0.16
001,2023-01-22,medium,3.8739,0.1614
001,2023-01-22,high,3.9076,0.1628
001,2023-01-23,low,3.907,0.1628
001,2023-01-23,medium,3.9405,0.1642
001,2023-01-23,high,3.974,0.1656
001,2023-01-24,low,2.9009,0.1209
001,2023-01-24,medium,2.9259,0.1219
001,2023-01-24,high,2.951,0.123
001,2023-01-25,low,4.016,0.1673
001,2023-01-25,medium,4.0502,0.1688
001,2023-01-25,high,4.0844,0.1702
