day,small_household_energy_kwh,medium_household_energy_kwh,large_household_energy_kwh,small_household_water_m3,medium_household_water_m3,large_household_water_m3,office_admin_energy_kwh,non_conditioned_warehouse_energy_kwh,climate_controlled_warehouse_energy_kwh,chilled_warehouse_energy_kwh,meeting_hall_energy_kwh,workshop_maintenance_energy_kwh,office_admin_water_m3,non_conditioned_warehouse_water_m3,climate_controlled_warehouse_water_m3,chilled_warehouse_water_m3,meeting_hall_water_m3,workshop_maintenance_water_m3,total_household_energy_kwh,total_building_energy_kwh,total_community_energy_kwh,total_household_water_m3,total_building_water_m3,total_water_m3
2020-09-11,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.975,19.17,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.75,815.5,17.655,12.765,30.42
2020-09-12,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.25,18.47,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.325,813.075,17.655,12.765,30.42
2020-09-13,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.675,17.01,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.585,737.085,16.05,11.655,27.705
2020-09-14,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.125,18.42,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.15,812.9,17.655,12.765,30.42
2020-09-15,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.725,18.26,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.59,812.34,17.655,12.765,30.42
2020-09-16,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.9,19.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.055,816.805,17.655,12.765,30.42
2020-09-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.45,18.96,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.015,814.765,17.655,12.765,30.42
2020-09-18,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.825,17.07,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.795,737.295,16.05,11.655,27.705
2020-09-19,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.25,18.47,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.325,813.075,17.655,12.765,30.42
2020-09-20,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.325,18.9,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.83,814.58,17.655,12.765,30.42
2020-09-21,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.45,19.77,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.825,817.575,17.655,12.765,30.42
2020-09-22,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.575,19.01,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.19,814.94,17.655,12.765,30.42
2020-09-23,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.925,18.74,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.27,814.02,17.655,12.765,30.42
2020-09-24,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.925,17.93,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.46,811.21,17.655,12.765,30.42
2020-09-25,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.6,18.2,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.405,812.155,17.655,12.765,30.42
2020-09-26,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.575,19.01,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.19,814.94,17.655,12.765,30.42
2020-09-27,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.575,16.15,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.625,734.125,16.05,11.655,27.705
2020-09-28,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.95,17.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.97,737.47,16.05,11.655,27.705
2020-09-29,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.625,16.58,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.105,735.605,16.05,11.655,27.705
2020-09-30,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.4,17.72,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,158.725,810.475,17.655,12.765,30.42
2020-10-01,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.525,18.58,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.71,813.46,17.655,12.765,30.42
2020-10-02,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.35,16.47,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.72,735.22,16.05,11.655,27.705
2020-10-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.45,14.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.045,665.295,16.05,11.655,27.705
2020-10-04,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.5,16.53,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.93,735.43,16.05,11.655,27.705
2020-10-05,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.8,17.88,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.285,811.035,17.655,12.765,30.42
2020-10-06,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.475,17.34,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.715,738.215,16.05,11.655,27.705
2020-10-07,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.075,17.18,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.155,737.655,16.05,11.655,27.705
2020-10-08,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.95,16.31,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.16,734.66,16.05,11.655,27.705
2020-10-09,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.05,15.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.07,730.57,16.05,11.655,27.705
2020-10-10,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.55,16.96,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.41,736.91,16.05,11.655,27.705
2020-10-11,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.7,15.39,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.99,731.49,16.05,11.655,27.705
2020-10-12,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.525,18.58,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.71,813.46,17.655,12.765,30.42
2020-10-13,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.025,16.74,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.665,736.165,16.05,11.655,27.705
2020-10-14,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.7,15.39,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.99,731.49,16.05,11.655,27.705
2020-10-15,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.45,15.29,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.64,731.14,16.05,11.655,27.705
2020-10-16,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.625,15.77,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.295,732.795,16.05,11.655,27.705
2020-10-17,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.975,15.5,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.375,731.875,16.05,11.655,27.705
2020-10-18,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.275,16.85,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.025,736.525,16.05,11.655,27.705
2020-10-19,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.625,15.77,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.295,732.795,16.05,11.655,27.705
2020-10-20,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.975,14.69,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.78,666.03,16.05,11.655,27.705
2020-10-21,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.75,17.45,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,146.1,738.6,16.05,11.655,27.705
2020-10-22,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.575,15.34,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.815,731.315,16.05,11.655,27.705
2020-10-23,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.3,16.04,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.24,733.74,16.05,11.655,27.705
2020-10-24,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.45,14.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.045,665.295,16.05,11.655,27.705
2020-10-25,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.7,15.39,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.99,731.49,16.05,11.655,27.705
2020-10-26,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.45,15.29,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.64,731.14,16.05,11.655,27.705
2020-10-27,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.35,12.8,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.865,659.115,16.05,11.655,27.705
2020-10-28,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.425,16.91,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.235,736.735,16.05,11.655,27.705
2020-10-29,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.3,16.04,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.24,733.74,16.05,11.655,27.705
2020-10-30,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.65,14.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.915,664.165,16.05,11.655,27.705
2020-10-31,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.55,13.29,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.555,660.805,16.05,11.655,27.705
2020-11-01,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,18.125,14.75,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.99,666.24,16.05,11.655,27.705
2020-11-02,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.325,14.42,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.86,665.11,16.05,11.655,27.705
2020-11-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.725,14.58,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.42,665.67,16.05,11.655,27.705
2020-11-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.05,14.31,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.475,664.725,16.05,11.655,27.705
2020-11-05,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.725,14.58,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.42,665.67,16.05,11.655,27.705
2020-11-06,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.975,15.5,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.375,731.875,16.05,11.655,27.705
2020-11-07,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.45,14.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.045,665.295,16.05,11.655,27.705
2020-11-08,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.95,12.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.305,658.555,16.05,11.655,27.705
2020-11-09,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.175,15.18,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.255,730.755,16.05,11.655,27.705
2020-11-10,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.7,15.39,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.99,731.49,16.05,11.655,27.705
2020-11-11,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.425,16.91,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.235,736.735,16.05,11.655,27.705
2020-11-12,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.9,12.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.825,657.075,16.05,11.655,27.705
2020-11-13,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.325,13.61,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.65,661.9,16.05,11.655,27.705
2020-11-14,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.975,11.02,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.14,586.14,15.246,11.1,26.346
2020-11-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.725,13.77,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.61,662.86,16.05,11.655,27.705
2020-11-16,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2020-11-17,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.05,15.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.07,730.57,16.05,11.655,27.705
2020-11-18,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.75,12.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.615,656.865,16.05,11.655,27.705
2020-11-19,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.1,11.07,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.315,586.315,15.246,11.1,26.346
2020-11-20,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.15,12.32,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.185,657.435,16.05,11.655,27.705
2020-11-21,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.925,10.59,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.66,584.66,15.246,11.1,26.346
2020-11-22,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.925,13.45,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.09,661.34,16.05,11.655,27.705
2020-11-23,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.375,10.37,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.89,583.89,15.246,11.1,26.346
2020-11-24,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2020-11-25,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.0,10.21,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.355,583.355,15.246,11.1,26.346
2020-11-26,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.5,12.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.695,589.695,15.246,11.1,26.346
2020-11-27,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.525,14.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.74,663.99,16.05,11.655,27.705
2020-11-28,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.95,12.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.305,658.555,16.05,11.655,27.705
2020-11-29,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.5,11.24,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.885,586.885,15.246,11.1,26.346
2020-11-30,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.625,12.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.44,656.69,16.05,11.655,27.705
2020-12-01,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.5,12.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.695,589.695,15.246,11.1,26.346
2020-12-02,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.55,12.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.745,657.995,16.05,11.655,27.705
2020-12-03,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.525,10.43,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.1,584.1,15.246,11.1,26.346
2020-12-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.55,12.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.745,657.995,16.05,11.655,27.705
2020-12-05,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,8.86,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,97.935,571.935,15.246,11.1,26.346
2020-12-06,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.1,11.07,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.315,586.315,15.246,11.1,26.346
2020-12-07,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.25,11.13,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.525,586.525,15.246,11.1,26.346
2020-12-08,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.15,12.32,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.185,657.435,16.05,11.655,27.705
2020-12-09,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.425,11.61,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.18,588.18,15.246,11.1,26.346
2020-12-10,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.45,9.99,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.585,582.585,15.246,11.1,26.346
2020-12-11,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.525,10.43,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.1,584.1,15.246,11.1,26.346
2020-12-12,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.425,11.61,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.18,588.18,15.246,11.1,26.346
2020-12-13,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.65,11.29,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.085,587.085,15.246,11.1,26.346
2020-12-14,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.175,10.7,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.02,585.02,15.246,11.1,26.346
2020-12-15,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.325,10.75,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.22,585.22,15.246,11.1,26.346
2020-12-16,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.35,11.99,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.485,589.485,15.246,11.1,26.346
2020-12-17,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.05,10.64,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.835,584.835,15.246,11.1,26.346
2020-12-18,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.975,11.02,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.14,586.14,15.246,11.1,26.346
2020-12-19,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.925,13.45,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.09,661.34,16.05,11.655,27.705
2020-12-20,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.275,9.51,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,106.93,580.93,15.246,11.1,26.346
2020-12-21,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,9.02,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,98.095,572.095,15.246,11.1,26.346
2020-12-22,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.975,11.83,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.95,588.95,15.246,11.1,26.346
2020-12-23,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.0,10.21,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.355,583.355,15.246,11.1,26.346
2020-12-24,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.925,10.59,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.66,584.66,15.246,11.1,26.346
2020-12-25,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.6,10.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.795,582.795,15.246,11.1,26.346
2020-12-26,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.925,10.59,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.66,584.66,15.246,11.1,26.346
2020-12-27,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2020-12-28,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.575,11.67,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.39,588.39,15.246,11.1,26.346
2020-12-29,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.575,11.67,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.39,588.39,15.246,11.1,26.346
2020-12-30,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,9.18,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,98.255,572.255,15.246,11.1,26.346
2020-12-31,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.125,9.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,106.72,580.72,15.246,11.1,26.346
2021-01-01,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,7.24,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,96.315,570.315,15.246,11.1,26.346
2021-01-02,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.0,9.4,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,106.545,580.545,15.246,11.1,26.346
2021-01-03,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.65,11.29,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.085,587.085,15.246,11.1,26.346
2021-01-04,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.45,10.8,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.395,585.395,15.246,11.1,26.346
2021-01-05,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.45,9.99,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.585,582.585,15.246,11.1,26.346
2021-01-06,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.0,10.21,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.355,583.355,15.246,11.1,26.346
2021-01-07,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.125,9.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,106.72,580.72,15.246,11.1,26.346
2021-01-08,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.525,10.43,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.1,584.1,15.246,11.1,26.346
2021-01-09,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.975,11.02,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.14,586.14,15.246,11.1,26.346
2021-01-10,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,8.43,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,97.505,571.505,15.246,11.1,26.346
2021-01-11,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.65,10.48,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.275,584.275,15.246,11.1,26.346
2021-01-12,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.375,11.18,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.7,586.7,15.246,11.1,26.346
2021-01-13,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.8,9.72,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,107.665,581.665,15.246,11.1,26.346
2021-01-14,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.7,10.91,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.755,585.755,15.246,11.1,26.346
2021-01-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.275,13.18,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.17,660.42,16.05,11.655,27.705
2021-01-16,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.6,10.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.795,582.795,15.246,11.1,26.346
2021-01-17,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.925,10.59,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.66,584.66,15.246,11.1,26.346
2021-01-18,86.4,153.6,234.0,2.28,5.136,7.83,16.875,4.5,5.0,9.35,13.2,49.5,1.5,0.5,1.0,0.5,1.6,6.0,474.0,98.425,572.425,15.246,11.1,26.346
2021-01-19,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.375,10.37,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.89,583.89,15.246,11.1,26.346
2021-01-20,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.05,10.64,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.835,584.835,15.246,11.1,26.346
